,Date,Incident
8,"Daily Service Report for Tuesday, May 27, 2014","
9:25 a.m. A Vienna-bound Orange Line train at Benning Road did not service the station due to an operational problem.  Passengers experienced a 6-minute delay.    "
9,"Daily Service Report for Tuesday, May 27, 2014","
1:32 p.m. A Franconia-Springfield-bound Blue Line train at Morgan Boulevard was delayed 6 minutes due to an operational problem.    "
10,"Daily Service Report for Tuesday, May 27, 2014","
2:16 p.m. A Franconia-Springfield-bound Blue Line train at Ronald Reagan Washington National Airport was delayed 9 minutes due to an operational problem.    "
11,"Daily Service Report for Tuesday, May 27, 2014","
3:00 p.m. A Glenmont-bound Red Line train at Farragut North was offloaded due to a brake problem. Passengers experienced a 7-minute delay.    "
12,"Daily Service Report for Tuesday, May 27, 2014","
3:11 p.m. A Glenmont-bound Red Line train at Silver Spring was delayed 8 minutes due to a signal problem.    "
13,"Daily Service Report for Tuesday, May 27, 2014","
4:12 p.m. A Largo Town Center-bound Blue Line train at Capitol Heights was expressed for schedule adherence/improved train spacing.    "
14,"Daily Service Report for Tuesday, May 27, 2014","
4:35 p.m. A Largo Town Center-bound Blue Line train at Morgan Boulevard was expressed for schedule adherence/improved train spacing.    "
15,"Daily Service Report for Tuesday, May 27, 2014","
4:37 p.m. A Franconia-Springfield-bound Blue Line train at McPherson Square was delayed 11 minutes due to a signal problem.    "
16,"Daily Service Report for Tuesday, May 27, 2014","
5:13 p.m. A Vienna-bound Orange Line train at Virginia Square was expressed for schedule adherence/improved train spacing.    "
17,"Daily Service Report for Tuesday, May 27, 2014","
5:24 p.m. A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service.    "
18,"Daily Service Report for Tuesday, May 27, 2014","
5:35 p.m. A Largo Town Center-bound Blue Line train at Arlington Cemetery was expressed for schedule adherence/improved train spacing.    "
19,"Daily Service Report for Tuesday, May 27, 2014","
7:37 p.m. A Shady Grove-bound Red Line train at Medical Center was delayed due to a track problem. Several trains were single tracked around the incident and some did not service the station. Passengers experienced delays up to 40 minutes.     "
20,"Daily Service Report for Tuesday, May 27, 2014","
8:42 p.m. A Glenmont-bound Red Line train at Silver Spring was delayed 6 minutes due to a signal problem.    "
21,"Daily Service Report for Tuesday, May 27, 2014","
"
22,"Daily Service Report for Tuesday, May 27, 2014",
23,"Daily Service Report for Tuesday, May 27, 2014","Report Archives

"
0,"Daily Service Report for Monday, May 26, 2014",12:42 p.m. A Branch Avenue-bound Green Line train at Waterfront was offloaded due to a door problem. Passengers experienced a 9-minute delay.    
1,"Daily Service Report for Monday, May 26, 2014","
2:14 p.m. A Mt. Vernon Square-bound Yellow Line train at Eisenhower Avenue was delayed 6 minutes due to a signal problem.    "
2,"Daily Service Report for Monday, May 26, 2014","
"
3,"Daily Service Report for Monday, May 26, 2014",
4,"Daily Service Report for Monday, May 26, 2014","Report Archives

"
0,"Daily Service Report for Sunday, May 25, 2014",7:07 a.m. A Branch Avenue-bound Green Line train at Prince George's Plaza was delayed 6 minutes due to an operational problem.    
1,"Daily Service Report for Sunday, May 25, 2014","
10:40 a.m. A New Carrollton-bound Orange Line train at West Falls Church was delayed 9 minutes due to a signal problem.    "
2,"Daily Service Report for Sunday, May 25, 2014","
12:42 p.m. A NoMa-Gallaudet-bound Red Line train at Dupont Circle was delayed 7 minutes due to a door problem.    "
3,"Daily Service Report for Sunday, May 25, 2014","
4:36 p.m. A NoMa-Gallaudet-bound Red Line train at Rockville was delayed 7 minutes due to a door problem.   "
4,"Daily Service Report for Sunday, May 25, 2014",
5,"Daily Service Report for Sunday, May 25, 2014","Report Archives

"
0,"Daily Service Report for Saturday, May 24, 2014",7:31 a.m. A Glenmont-bound Red Line train at Silver Spring was offloaded due to a brake problem. Passengers experienced a 20-minute delay.    
1,"Daily Service Report for Saturday, May 24, 2014","
8:02 a.m. A Silver Spring-bound Red Line train at Farragut North was delayed 7 minutes due to an operational problem.    "
2,"Daily Service Report for Saturday, May 24, 2014","
9:02 a.m. A NoMa-Gallaudet-bound Red Line train at Woodley Park was offloaded due to a brake problem. Passengers experienced a 12-minute delay.    "
3,"Daily Service Report for Saturday, May 24, 2014","
10:28 a.m. A Shady Grove-bound Red Line train at Brookland was offloaded due to an equipment problem. Passengers experienced a 20-minute delay.    "
4,"Daily Service Report for Saturday, May 24, 2014","
12:08 p.m. A Shady Grove-bound Red Line train at Union Station was delayed due to a power problem. Weekend Red Line single tracking was extended between Judiciary Square and Fort Totten until approximately 1:30 p.m. Passengers experienced delays up to 35 minutes.     "
5,"Daily Service Report for Saturday, May 24, 2014","
4:32 p.m. A Largo Town Center-bound Blue Line train at Benning Road was delayed 6 minutes due to police activity.    "
6,"Daily Service Report for Saturday, May 24, 2014","
6:26 p.m. A Largo Town Center-bound Blue Line train at Arlington Cemetery was delayed 14 minutes due to police activity.    "
7,"Daily Service Report for Saturday, May 24, 2014","
"
8,"Daily Service Report for Saturday, May 24, 2014",
9,"Daily Service Report for Saturday, May 24, 2014","Report Archives

"
0,"Daily Service Report for Friday, May 23, 2014",5:18 a.m. A Branch Avenue-bound Green Line train at Fort Totten was offloaded due to an equipment problem. Passengers experienced a 3-minute delay.    
1,"Daily Service Report for Friday, May 23, 2014","
6:30 a.m. A New Carrollton-bound Orange Line train at Dunn Loring was offloaded due to a door problem. Passengers experienced a 9-minute delay.    "
2,"Daily Service Report for Friday, May 23, 2014","
7:05 a.m. A New Carrollton-bound Orange Line train at Rosslyn was offloaded due to a brake problem. Passengers experienced a 6-minute delay.    "
3,"Daily Service Report for Friday, May 23, 2014","
7:41 a.m. A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 4-minute gap in service.    "
4,"Daily Service Report for Friday, May 23, 2014","
11:07 a.m. A Glenmont-bound Red Line train at Wheaton was delayed 11 minutes due to a brake problem.    "
5,"Daily Service Report for Friday, May 23, 2014","
4:15 p.m. A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 4-minute gap in service.    "
6,"Daily Service Report for Friday, May 23, 2014","
5:38 p.m. A Grosvenor-bound Red Line train at Cleveland Park was offloaded due to a brake problem. Passengers experienced a 6-minute delay.    "
7,"Daily Service Report for Friday, May 23, 2014","
5:40 p.m. A Glenmont-bound Red Line train at Bethesda was delayed 4 minutes due to a sick passenger.    "
8,"Daily Service Report for Friday, May 23, 2014","
6:54 p.m. A Vienna-bound Orange Line train at Foggy Bottom was offloaded due to a door problem. Passengers experienced an 8-minute delay.    "
9,"Daily Service Report for Friday, May 23, 2014","
7:14 p.m. A Glenmont-bound Red Line train at Union Station was offloaded due to an equipment problem. Passengers experienced a 4-minute delay.   "
10,"Daily Service Report for Friday, May 23, 2014",
11,"Daily Service Report for Friday, May 23, 2014","Report Archives

"
0,"Daily Service Report for Thursday, May 22, 2014",6:34 a.m. A New Carrollton-bound Orange Line train at Potomac Avenue was delayed 8 minutes due to a signal problem.    
1,"Daily Service Report for Thursday, May 22, 2014","
6:37 a.m. A Grosvenor-bound Red Line train at Rhode Island Avenue was delayed 4 minutes due to a door problem.    "
2,"Daily Service Report for Thursday, May 22, 2014","
7:32 a.m. A Vienna-bound Orange Line train at Landover was offloaded due to an equipment problem. Passengers experienced a 7-minute delay.    "
3,"Daily Service Report for Thursday, May 22, 2014","
8:41 a.m. A Largo Town Center-bound Orange Line train at Capitol Heights was expressed for schedule adherence/improved train spacing.    "
4,"Daily Service Report for Thursday, May 22, 2014","
8:43 a.m. A Branch Avenue-bound Green Line train at Congress Heights was expressed for schedule adherence/improved train spacing.    "
5,"Daily Service Report for Thursday, May 22, 2014","
8:46 a.m. A Largo Town Center-bound Orange Line train at Morgan Boulevard was expressed for schedule adherence/improved train spacing.    "
6,"Daily Service Report for Thursday, May 22, 2014","
10:08 a.m. A Shady Grove-bound Red Line train at Glenmont was delayed 4 minutes due to a door problem.    "
7,"Daily Service Report for Thursday, May 22, 2014","
11:57 a.m. A Fort Totten-bound Yellow Line train at U Street was delayed 16 minutes due to an operational problem.    "
8,"Daily Service Report for Thursday, May 22, 2014","
2:52 p.m. A Glenmont-bound Red Line train at Van Ness was delayed 7 minutes due to a track problem.    "
9,"Daily Service Report for Thursday, May 22, 2014","
3:44 p.m. A Silver Spring-bound Red Line train at Medical Center was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.    "
10,"Daily Service Report for Thursday, May 22, 2014","
3:58 p.m. A Greenbelt-bound Yellow Line train at Franconia-Springfield did not operate, resulting in an 8-minute gap in service.    "
11,"Daily Service Report for Thursday, May 22, 2014","
4:02 p.m. A Mt. Vernon Square-bound Yellow Line train at Huntington was delayed 4 minutes due to an operational problem.    "
12,"Daily Service Report for Thursday, May 22, 2014","
4:07 p.m. A Branch Avenue-bound Green Line train at Navy Yard was delayed 4 minutes due to a door problem.    "
13,"Daily Service Report for Thursday, May 22, 2014","
4:20 p.m. A Grosvenor-bound Red Line train at Silver Spring did not operate, resulting in a 6-minute gap in service.    "
14,"Daily Service Report for Thursday, May 22, 2014","
5:48 p.m. A Shady Grove-bound Red Line train at Gallery Place was offloaded due to a brake problem. Passengers experienced a 4-minute delay.    "
15,"Daily Service Report for Thursday, May 22, 2014","
9:43 p.m. A Glenmont-bound Red Line train at Silver Spring was offloaded due to a brake problem. Passengers experienced a 3-minute delay.    "
16,"Daily Service Report for Thursday, May 22, 2014","
10:18 p.m. A Vienna-bound Orange Line train at Landover was offloaded due to a brake problem. Passengers experienced an 8-minute delay.    "
17,"Daily Service Report for Thursday, May 22, 2014","
"
18,"Daily Service Report for Thursday, May 22, 2014",
19,"Daily Service Report for Thursday, May 22, 2014","Report Archives

"
0,"Daily Service Report for Wednesday, May 21, 2014",6:39 a.m. A New Carrollton-bound Orange Line train at Court House was offloaded due to a brake problem. Passengers experienced a 3-minute delay.    
1,"Daily Service Report for Wednesday, May 21, 2014","
8:22 a.m. A Grosvenor-bound Red Line train at Farragut North was offloaded due to a brake problem. Passengers experienced a 3-minute delay.    "
2,"Daily Service Report for Wednesday, May 21, 2014","
8:57 a.m. A Shady Grove-bound Red Line train at Union Station was offloaded due to a door problem. Passengers experienced a 3-minute delay.    "
3,"Daily Service Report for Wednesday, May 21, 2014","
9:04 a.m. A New Carrollton-bound Orange Line train at McPherson Square did not service the station due to an operational problem.  Passengers experienced a 6-minute delay.    "
4,"Daily Service Report for Wednesday, May 21, 2014","
2:13 p.m. A Vienna-bound Orange Line train at McPherson Square was offloaded due to a brake problem. Passengers experienced a 4-minute delay.    "
5,"Daily Service Report for Wednesday, May 21, 2014","
3:45 p.m. A Glenmont-bound Red Line train at NoMa-Gallaudet was delayed 6 minutes due to following a disabled no-passenger train.     "
6,"Daily Service Report for Wednesday, May 21, 2014","
4:08 p.m. A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service.    "
7,"Daily Service Report for Wednesday, May 21, 2014","
4:11 p.m. A Glenmont-bound Red Line train at Wheaton was expressed for schedule adherence/improved train spacing.    "
8,"Daily Service Report for Wednesday, May 21, 2014","
4:36 p.m. A Branch Avenue-bound Green Line train at Southern Avenue was expressed for schedule adherence/improved train spacing.    "
9,"Daily Service Report for Wednesday, May 21, 2014","
5:00 p.m. A Shady Grove-bound Red Line train at Rhode Island Avenue was offloaded due to a brake problem. Passengers experienced an 8-minute delay.    "
10,"Daily Service Report for Wednesday, May 21, 2014","
6:08 p.m. A Greenbelt-bound Green Line train at College Park was expressed for schedule adherence/improved train spacing.    "
11,"Daily Service Report for Wednesday, May 21, 2014","
6:10 p.m. A Branch Avenue-bound Green Line train at L'Enfant Plaza was delayed 6 minutes due to a door problem.    "
12,"Daily Service Report for Wednesday, May 21, 2014","
11:08 p.m. A New Carrollton-bound Orange Line train at Eastern Market was offloaded due to a door problem. Passengers experienced a 23-minute delay.    "
13,"Daily Service Report for Wednesday, May 21, 2014","
"
14,"Daily Service Report for Wednesday, May 21, 2014",
15,"Daily Service Report for Wednesday, May 21, 2014","Report Archives

"
0,"Daily Service Report for Tuesday, May 20, 2014",7:50 a.m. A Glenmont-bound Red Line train at Gallery Place was offloaded due to a door problem. Passengers experienced a 6-minute delay.    
1,"Daily Service Report for Tuesday, May 20, 2014","
8:27 a.m. A Shady Grove-bound Red Line train at Fort Totten did not service the station due to an operational problem.  Passengers experienced an 8-minute delay.    "
2,"Daily Service Report for Tuesday, May 20, 2014","
8:43 a.m. A Branch Avenue-bound Green Line train at West Hyattsville did not service the station due to an operational problem.  Passengers experienced a 7-minute delay.    "
3,"Daily Service Report for Tuesday, May 20, 2014","
9:44 a.m. A Largo Town Center-bound Blue Line train at Morgan Boulevard was expressed for schedule adherence/improved train spacing.    "
4,"Daily Service Report for Tuesday, May 20, 2014","
9:58 a.m. A Largo Town Center-bound Blue Line train at Morgan Boulevard was expressed for schedule adherence/improved train spacing.    "
5,"Daily Service Report for Tuesday, May 20, 2014","
11:29 a.m. A Fort Totten-bound Yellow Line train at King Street was delayed 4 minutes due to a door problem.    "
6,"Daily Service Report for Tuesday, May 20, 2014","
11:33 a.m. A Huntington-bound Yellow Line train at Ronald Reagan Washington National Airport was delayed 6 minutes due to a door problem.    "
7,"Daily Service Report for Tuesday, May 20, 2014","
12:31 p.m. A Shady Grove-bound Red Line train at Rhode Island Avenue was offloaded due to a door problem. Passengers experienced a 9-minute delay.    "
8,"Daily Service Report for Tuesday, May 20, 2014","
2:13 p.m. A Greenbelt-bound Green Line train at Suitland was offloaded due to a door problem. Passengers experienced a 6-minute delay.     "
9,"Daily Service Report for Tuesday, May 20, 2014","
2:58 p.m. A Largo Town Center-bound Blue Line train at Smithsonian was delayed 6 minutes due to a track problem.    "
10,"Daily Service Report for Tuesday, May 20, 2014","
3:25 p.m. A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 9-minute gap in service.    "
11,"Daily Service Report for Tuesday, May 20, 2014","
4:00 p.m. A Vienna-bound Orange Line train at L'Enfant Plaza was offloaded due to a brake problem. Passengers experienced a 6-minute delay.    "
12,"Daily Service Report for Tuesday, May 20, 2014","
4:46 p.m. A Mt. Vernon Square-bound Yellow Line train at Eisenhower Avenue was delayed 13 minutes due to a signal problem.    "
13,"Daily Service Report for Tuesday, May 20, 2014","
4:52 p.m. A Vienna-bound Orange Line train at Court House was delayed 7 minutes due to an operational problem.    "
14,"Daily Service Report for Tuesday, May 20, 2014","
5:41 p.m. A Silver Spring-bound Red Line train at Bethesda did not service the station due to an operational problem.  Passengers experienced a 5-minute delay.    "
15,"Daily Service Report for Tuesday, May 20, 2014","
9:07 p.m. A Shady Grove-bound Red Line train at Van Ness was delayed 4 minutes due to an operational problem.    "
16,"Daily Service Report for Tuesday, May 20, 2014","
11:36 p.m. A Fort Totten-bound Yellow Line train at Archives was delayed 9 minutes due to a door problem.    "
17,"Daily Service Report for Tuesday, May 20, 2014","
"
18,"Daily Service Report for Tuesday, May 20, 2014",
19,"Daily Service Report for Tuesday, May 20, 2014","Report Archives

"
0,"Daily Service Report for Monday, May 19, 2014",6:47 a.m. A Largo Town Center-bound Blue Line train at Morgan Boulevard did not service the station due to an operational problem.  Passengers experienced a 6-minute delay.    
1,"Daily Service Report for Monday, May 19, 2014","
7:44 a.m. A Branch Avenue-bound Green Line train at Fort Totten was offloaded due to a brake problem. Passengers experienced a 4-minute delay.    "
2,"Daily Service Report for Monday, May 19, 2014","
7:47 a.m. A Glenmont-bound Red Line train at Twinbrook was offloaded due to a brake problem. Passengers experienced a 9-minute delay.    "
3,"Daily Service Report for Monday, May 19, 2014","
8:59 a.m. A Glenmont-bound Red Line train at Farragut North was offloaded due to a brake problem. Passengers experienced an 8-minute delay.    "
4,"Daily Service Report for Monday, May 19, 2014","
11:12 a.m. A Vienna-bound Orange Line train at Clarendon was delayed 5 minutes due to a sick passenger.    "
5,"Daily Service Report for Monday, May 19, 2014","
11:25 a.m. A Branch Avenue-bound Green Line train at Columbia Heights was delayed 5 minutes due to a door problem.    "
6,"Daily Service Report for Monday, May 19, 2014","
11:42 a.m. A New Carrollton-bound Orange Line train at West Falls Church was delayed 8 minutes due to a track problem.    "
7,"Daily Service Report for Monday, May 19, 2014","
11:45 a.m. A Silver Spring-bound Red Line train at Farragut North was offloaded due to a brake problem. Passengers experienced a 6-minute delay.    "
8,"Daily Service Report for Monday, May 19, 2014","
3:37 p.m. A New Carrollton-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service.    "
9,"Daily Service Report for Monday, May 19, 2014","
3:44 p.m. A Greenbelt-bound Green Line train at Georgia Avenue was expressed for schedule adherence/improved train spacing.    "
10,"Daily Service Report for Monday, May 19, 2014","
3:48 p.m. A Fort Totten-bound Yellow Line train at Pentagon City was delayed 5 minutes due to burning debris on the roadway.    "
11,"Daily Service Report for Monday, May 19, 2014","
4:04 p.m. A Mt. Vernon Square-bound Yellow Line train at L'Enfant Plaza was delayed 6 minutes due to a signal problem.    "
12,"Daily Service Report for Monday, May 19, 2014","
5:15 p.m. A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.    "
13,"Daily Service Report for Monday, May 19, 2014","
5:27 p.m. A Vienna-bound Orange Line train at Ballston was delayed 4 minutes due to a smoldering cross tie.    "
14,"Daily Service Report for Monday, May 19, 2014","
5:40 p.m. A Branch Avenue-bound Green Line train at Suitland was expressed for schedule adherence/improved train spacing.    "
15,"Daily Service Report for Monday, May 19, 2014","
6:14 p.m. A Grosvenor-bound Red Line train at Farragut North was delayed 9 minutes due to a signal problem.    "
16,"Daily Service Report for Monday, May 19, 2014","
8:18 p.m. A New Carrollton-bound Orange Line train at West Falls Church was offloaded due to an equipment problem. Passengers experienced a 3-minute delay.    "
17,"Daily Service Report for Monday, May 19, 2014","
"
18,"Daily Service Report for Monday, May 19, 2014",
19,"Daily Service Report for Monday, May 19, 2014","Report Archives

"
0,"Daily Service Report for Sunday, May 18, 2014",2:38 a.m. A Shady Grove-bound Red Line train at Metro Center was delayed 5 minutes due to a sick passenger.    
1,"Daily Service Report for Sunday, May 18, 2014","
7:12 a.m. A Fort Totten-bound Yellow Line train at Huntington did not operate, resulting in an 8-minute gap in service.    "
2,"Daily Service Report for Sunday, May 18, 2014","
12:01 p.m. A Branch Avenue-bound Green Line train at Anacostia was delayed 4 minutes due to an operational problem.    "
3,"Daily Service Report for Sunday, May 18, 2014","
4:32 p.m. A Huntington-bound Yellow Line train at Pentagon City was delayed 5 minutes due to a door problem.    "
4,"Daily Service Report for Sunday, May 18, 2014","
"
5,"Daily Service Report for Sunday, May 18, 2014",
6,"Daily Service Report for Sunday, May 18, 2014","Report Archives

"
0,"Daily Service Report for Saturday, May 17, 2014",7:56 a.m. A Franconia-Springfield-bound Blue Line train at Federal Center SW was offloaded due to a brake problem. Passengers experienced a 15-minute delay.    
1,"Daily Service Report for Saturday, May 17, 2014","
1:01 p.m. A Glenmont-bound Red Line train at Friendship Heights was offloaded due to a brake problem. Passengers experienced a 22-minute delay.    "
2,"Daily Service Report for Saturday, May 17, 2014",
3,"Daily Service Report for Saturday, May 17, 2014","Report Archives

"
0,"Daily Service Report for Friday, May 16, 2014",6:14 a.m. A Huntington-bound Yellow Line train at L'Enfant Plaza was offloaded due to a brake problem. Passengers experienced a 6-minute delay.    
1,"Daily Service Report for Friday, May 16, 2014","
6:35 a.m. A Franconia-Springfield-bound Blue Line train at Morgan Boulevard was offloaded due to an equipment problem. Passengers experienced a 15-minute delay.     "
2,"Daily Service Report for Friday, May 16, 2014","
7:08 a.m. A Greenbelt-bound Green Line train at West Hyattsville was expressed for schedule adherence/improved train spacing.    "
3,"Daily Service Report for Friday, May 16, 2014","
7:32 a.m. A Vienna-bound Orange Line train at Court House was offloaded due to a brake problem. Passengers experienced a 6-minute delay.    "
4,"Daily Service Report for Friday, May 16, 2014","
8:10 a.m. Due to a signal problem at Fort Totten, Green Line trains were delayed in both directions until approximately 11:00 a.m.  Several trains were offloaded and turned back for schedule adherence/improved train spacing.  Passengers experienced delays up to 40 minutes.    "
5,"Daily Service Report for Friday, May 16, 2014","
8:30 a.m. A Grosvenor-bound Red Line train at Woodley Park was delayed 5 minutes due to a door problem.    "
6,"Daily Service Report for Friday, May 16, 2014","
9:10 a.m. A Glenmont-bound Red Line train at Grosvenor was offloaded due to a brake problem. Passengers experienced a 7-minute delay.    "
7,"Daily Service Report for Friday, May 16, 2014","
9:15 a.m. A Shady Grove-bound Red Line train at Wheaton was offloaded due to a door problem. Passengers experienced an 8-minute delay.    "
8,"Daily Service Report for Friday, May 16, 2014","
9:40 a.m. A Glenmont-bound Red Line train at Shady Grove did not operate, resulting in a 9-minute gap in service.    "
9,"Daily Service Report for Friday, May 16, 2014","
9:42 a.m. A Shady Grove-bound Red Line train at Twinbrook was delayed 9 minutes due to maintenance activity.     "
10,"Daily Service Report for Friday, May 16, 2014","
1:27 p.m. A Largo Town Center-bound Blue Line train at Arlington Cemetery was offloaded due to a brake problem. Passengers experienced a 12-minute delay.    "
11,"Daily Service Report for Friday, May 16, 2014","
3:56 p.m. A Glenmont-bound Red Line train at Gallery Place was offloaded due to a door problem. Passengers experienced a 6-minute delay.    "
12,"Daily Service Report for Friday, May 16, 2014","
4:02 p.m. A Glenmont-bound Red Line train at Brookland was delayed 4 minutes due to a basketball thrown in front of the train.     "
13,"Daily Service Report for Friday, May 16, 2014","
5:02 p.m. A Branch Avenue-bound Green Line train at College Park did not service the station due to an operational problem.  Passengers experienced an 8-minute delay.    "
14,"Daily Service Report for Friday, May 16, 2014","
5:05 p.m. A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service.    "
15,"Daily Service Report for Friday, May 16, 2014","
5:55 p.m. A New Carrollton-bound Orange Line train at Foggy Bottom was offloaded due to a door problem. Passengers experienced a 9-minute delay.    "
16,"Daily Service Report for Friday, May 16, 2014","
6:02 p.m. A Shady Grove-bound Red Line train at White Flint did not service the station due to an operational problem.  Passengers experienced a 7-minute delay.    "
17,"Daily Service Report for Friday, May 16, 2014","
6:06 p.m. A Vienna-bound Orange Line train at Largo Town Center was delayed 9 minutes due to an equipment problem.    "
18,"Daily Service Report for Friday, May 16, 2014","
6:44 p.m. A Shady Grove-bound Red Line train at Van Ness was offloaded due to a door problem. Passengers experienced a 7-minute delay.    "
19,"Daily Service Report for Friday, May 16, 2014","
6:50 p.m. A Branch Avenue-bound Green Line train at Navy Yard was offloaded due to a brake problem. Passengers experienced a 5-minute delay.    "
20,"Daily Service Report for Friday, May 16, 2014","
7:06 p.m. A Branch Avenue-bound Green Line train at Naylor Road was expressed for schedule adherence/improved train spacing.    "
21,"Daily Service Report for Friday, May 16, 2014","
7:16 p.m. A Shady Grove-bound Red Line train at Rhode Island Avenue was offloaded due to a brake problem. Passengers experienced an 11-minute delay.   "
22,"Daily Service Report for Friday, May 16, 2014",
23,"Daily Service Report for Friday, May 16, 2014","Report Archives

"
0,"Daily Service Report for Thursday, May 15, 2014",8:16 a.m. A Franconia-Springfield-bound Blue Line train at Federal Triangle was offloaded due to a door problem. Passengers experienced a 12-minute delay.    
1,"Daily Service Report for Thursday, May 15, 2014","
8:23 a.m. A Glenmont-bound Red Line train at Twinbrook was offloaded due to a brake problem. Passengers experienced a 7-minute delay.    "
2,"Daily Service Report for Thursday, May 15, 2014","
8:51 a.m. A Branch Avenue-bound Green Line train at Congress Heights was expressed for schedule adherence/improved train spacing.    "
3,"Daily Service Report for Thursday, May 15, 2014","
1:01 p.m. A Shady Grove-bound Red Line train at Grosvenor was delayed 4 minutes due to a sick passenger.    "
4,"Daily Service Report for Thursday, May 15, 2014","
2:12 p.m. A Shady Grove-bound Red Line train at Van Ness was offloaded due to a brake problem. Passengers experienced a 6-minute delay.    "
5,"Daily Service Report for Thursday, May 15, 2014","
3:21 p.m. A Greenbelt-bound Green Line train at Prince George's Plaza was expressed for schedule adherence/improved train spacing.    "
6,"Daily Service Report for Thursday, May 15, 2014","
4:03 p.m. A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.    "
7,"Daily Service Report for Thursday, May 15, 2014","
4:10 p.m. A Branch Avenue-bound Green Line train at Navy Yard was delayed 8 minutes due to police activity.    "
8,"Daily Service Report for Thursday, May 15, 2014","
4:45 p.m. A Greenbelt-bound Yellow Line train outside King Street was delayed due to a brake problem. A Largo Town Center-bound Blue Line was used to move the train to the platform and both trains were offloaded. Passengers experienced delays up to 35 minutes.    "
9,"Daily Service Report for Thursday, May 15, 2014","
4:56 p.m. A Huntington-bound Yellow Line train at Braddock Road was offloaded and turned back for schedule adherence/improved train spacing.      "
10,"Daily Service Report for Thursday, May 15, 2014","
5:00 p.m. A Franconia-Springfield-bound Blue Line train at Largo Town Center did not operate, resulting in a 6-minute gap in service.    "
11,"Daily Service Report for Thursday, May 15, 2014","
5:01 p.m. A Franconia-Springfield-bound Blue Line train at Braddock Road was offloaded and turned back for schedule adherence/improved train spacing.      "
12,"Daily Service Report for Thursday, May 15, 2014","
5:03 p.m. A Franconia-Springfield-bound Blue Line train at Arlington Cemetery was offloaded and turned back for schedule adherence/improved train spacing.      "
13,"Daily Service Report for Thursday, May 15, 2014","
5:32 p.m. A Grosvenor-bound Red Line train at Cleveland Park was offloaded due to a brake problem. Passengers experienced a 16-minute delay.    "
14,"Daily Service Report for Thursday, May 15, 2014","
5:41 p.m. A Glenmont-bound Red Line train at Friendship Heights was offloaded and turned back for schedule adherence/improved train spacing.     "
15,"Daily Service Report for Thursday, May 15, 2014","
6:17 p.m. A Greenbelt-bound Green Line train at College Park was offloaded due to a door problem. Passengers experienced a 9-minute delay.    "
16,"Daily Service Report for Thursday, May 15, 2014","
8:23 p.m. A Glenmont-bound Red Line train at Union Station was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.    "
17,"Daily Service Report for Thursday, May 15, 2014","
11:24 p.m. A Shady Grove-bound Red Line train at Van Ness was offloaded due to a brake problem. Passengers experienced a 5-minute delay. An extra train was placed in service to help mitigate the delay.    "
18,"Daily Service Report for Thursday, May 15, 2014","
"
19,"Daily Service Report for Thursday, May 15, 2014",
20,"Daily Service Report for Thursday, May 15, 2014","Report Archives

"
0,"Daily Service Report for Wednesday, May 14, 2014",6:57 a.m. A New Carrollton-bound Orange Line train at Deanwood was expressed for schedule adherence/improved train spacing.    
1,"Daily Service Report for Wednesday, May 14, 2014","
6:59 a.m. A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service.    "
2,"Daily Service Report for Wednesday, May 14, 2014","
7:18 a.m. A Greenbelt-bound Green Line train at Branch Avenue was delayed 4 minutes due to an operational problem.    "
3,"Daily Service Report for Wednesday, May 14, 2014","
8:19 a.m. A Largo Town Center-bound Orange Line train at Addison Road was offloaded due to a door problem. Passengers experienced a 7-minute delay.    "
4,"Daily Service Report for Wednesday, May 14, 2014","
8:36 a.m. A Franconia-Springfield-bound Blue Line train at Largo Town Center did not operate, resulting in a 12-minute gap in service.    "
5,"Daily Service Report for Wednesday, May 14, 2014","
10:22 a.m. A Branch Avenue-bound Green Line train at Southern Avenue was offloaded due to a brake problem. Passengers experienced a 12-minute delay.    "
6,"Daily Service Report for Wednesday, May 14, 2014","
11:16 a.m. A Largo Town Center-bound Blue Line train at Metro Center was delayed 7 minutes due to maintenance activity.     "
7,"Daily Service Report for Wednesday, May 14, 2014","
11:34 a.m. A Largo Town Center-bound Blue Line train at Farragut West was delayed 4 minutes due to police activity.    "
8,"Daily Service Report for Wednesday, May 14, 2014","
11:35 a.m. A Shady Grove-bound Red Line train at Silver Spring was delayed 6 minutes due to maintenance activity.    "
9,"Daily Service Report for Wednesday, May 14, 2014","
12:09 p.m. A Glenmont-bound Red Line train at Takoma was expressed for schedule adherence/improved train spacing.    "
